Datasheet,Image,DK Part #,Mfr Part #,Mfr,Supplier,Description,Stock,Price,@ qty,Min Qty, Package,Series,Product Status,"Capacitance","Tolerance","Voltage - Rated","Temperature Coefficient","Operating Temperature","Features","Ratings","Applications","Failure Rate","Mounting Type","Package / Case","Size / Dimension","Height - Seated (Max)","Thickness (Max)","Lead Spacing","Lead Style"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/763/0201-(0603-Metric)-0,33mm-C-Series.jpg","445-7279-2-ND,445-7279-1-ND,445-7279-6-ND","C0603X7R1E222K030BA","TDK Corporation","TDK Corporation","CAP CER 2200PF 25V X7R 0201","142,324","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","C","Active","2200 pF","±10%","25V","X7R","-55°C ~ 125°C","Low ESL","-","General Purpose","-","Surface Mount, MLCC","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","-","0.013"" (0.33mm)","-","-"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/763/0201-(0603-Metric)-0,33mm-C-Series.jpg","445-13742-2-ND,445-13742-1-ND,445-13742-6-ND","C0603X7S1A473K030BC","TDK Corporation","TDK Corporation","CAP CER 0.047UF 10V X7S 0201","156,268","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","C","Active","0.047 µF","±10%","10V","X7S","-55°C ~ 125°C","Low ESL","-","General Purpose","-","Surface Mount, MLCC","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","-","0.013"" (0.33mm)","-","-"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/763/0201-(0603-Metric)-0,33mm-C-Series.jpg","445-1769-2-ND,445-1769-1-ND,445-1769-6-ND","C0603C0G1H100D030BA","TDK Corporation","TDK Corporation","CAP CER 10PF 50V C0G 0201","743,977","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","C","Active","10 pF","±0.5pF","50V","C0G, NP0","-55°C ~ 125°C","Low ESL","-","General Purpose","-","Surface Mount, MLCC","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","-","0.013"" (0.33mm)","-","-"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/763/0201-(0603-Metric)-0,33mm-C-Series.jpg","445-4651-2-ND,445-4651-1-ND,445-4651-6-ND","C0603C0G1E100D030BA","TDK Corporation","TDK Corporation","CAP CER 10PF 25V C0G 0201","89,963","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","C","Active","10 pF","±0.5pF","25V","C0G, NP0","-55°C ~ 125°C","Low ESL","-","General Purpose","-","Surface Mount, MLCC","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","-","0.013"" (0.33mm)","-","-"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/763/0201-(0603-Metric)-0,33mm-C-Series.jpg","445-7302-2-ND,445-7302-1-ND,445-7302-6-ND","C0603X7R1C472K030BA","TDK Corporation","TDK Corporation","CAP CER 4700PF 16V X7R 0201","17,313","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","C","Active","4700 pF","±10%","16V","X7R","-55°C ~ 125°C","Low ESL","-","General Purpose","-","Surface Mount, MLCC","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","-","0.013"" (0.33mm)","-","-"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/763/0201-(0603-Metric)-0,33mm-C-Series.jpg","445-1790-2-ND,445-1790-1-ND,445-1790-6-ND","C0603X5R1E102K030BA","TDK Corporation","TDK Corporation","CAP CER 1000PF 25V X5R 0201","93,785","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","C","Active","1000 pF","±10%","25V","X5R","-55°C ~ 85°C","Low ESL","-","General Purpose","-","Surface Mount, MLCC","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","-","0.013"" (0.33mm)","-","-"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/763/0201-(0603-Metric)-0,33mm-C-Series.jpg","445-4675-2-ND,445-4675-1-ND,445-4675-6-ND","C0603C0G1E101J030BA","TDK Corporation","TDK Corporation","CAP CER 100PF 25V C0G 0201","162,884","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","C","Active","100 pF","±5%","25V","C0G, NP0","-55°C ~ 125°C","Low ESL","-","General Purpose","-","Surface Mount, MLCC","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","-","0.013"" (0.33mm)","-","-"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/763/0201-(0603-Metric)-0,33mm-C-Series.jpg","445-1778-2-ND,445-1778-1-ND,445-1778-6-ND","C0603C0G1H220J030BA","TDK Corporation","TDK Corporation","CAP CER 22PF 50V C0G 0201","137,526","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","C","Active","22 pF","±5%","50V","C0G, NP0","-55°C ~ 125°C","Low ESL","-","General Purpose","-","Surface Mount, MLCC","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","-","0.013"" (0.33mm)","-","-"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/763/0201-(0603-Metric)-0,33mm-C-Series.jpg","445-1786-2-ND,445-1786-1-ND,445-1786-6-ND","C0603C0G1H101J030BA","TDK Corporation","TDK Corporation","CAP CER 100PF 50V C0G 0201","123,049","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","C","Active","100 pF","±5%","50V","C0G, NP0","-55°C ~ 125°C","Low ESL","-","General Purpose","-","Surface Mount, MLCC","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","-","0.013"" (0.33mm)","-","-"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/763/0201-(0603-Metric)-0,33mm-C-Series.jpg","445-13720-2-ND,445-13720-1-ND,445-13720-6-ND","C0603X6S1C473K030BC","TDK Corporation","TDK Corporation","CAP CER 0.047UF 16V X6S 0201","65,787","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","C","Active","0.047 µF","±10%","16V","X6S","-55°C ~ 105°C","Low ESL","-","General Purpose","-","Surface Mount, MLCC","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","-","0.013"" (0.33mm)","-","-"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/763/0201-(0603-Metric)-0,33mm-C-Series.jpg","445-13675-2-ND,445-13675-1-ND,445-13675-6-ND","C0603X5R1E223K030BB","TDK Corporation","TDK Corporation","CAP CER 0.022UF 25V X5R 0201","63,176","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","C","Active","0.022 µF","±10%","25V","X5R","-55°C ~ 85°C","Low ESL","-","General Purpose","-","Surface Mount, MLCC","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","-","0.013"" (0.33mm)","-","-"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/763/0201-(0603-Metric)-0,33mm-C-Series.jpg","445-1782-2-ND,445-1782-1-ND,445-1782-6-ND","C0603C0G1H470J030BA","TDK Corporation","TDK Corporation","CAP CER 47PF 50V C0G 0201","19,625","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","C","Active","47 pF","±5%","50V","C0G, NP0","-55°C ~ 125°C","Low ESL","-","General Purpose","-","Surface Mount, MLCC","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","-","0.013"" (0.33mm)","-","-"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/763/0201-(0603-Metric)-0,33mm-C-Series.jpg","445-13679-2-ND,445-13679-1-ND,445-13679-6-ND","C0603X5R1E473K030BB","TDK Corporation","TDK Corporation","CAP CER 0.047UF 25V X5R 0201","277,841","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","C","Active","0.047 µF","±10%","25V","X5R","-55°C ~ 85°C","Low ESL","-","General Purpose","-","Surface Mount, MLCC","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","-","0.013"" (0.33mm)","-","-"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/763/0201-(0603-Metric)-0,33mm-C-Series.jpg","445-15903-2-ND,445-15903-1-ND,445-15903-6-ND","C0603X6S1C104K030BC","TDK Corporation","TDK Corporation","CAP CER 0.1UF 16V X6S 0201","3,248,450","0.1","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","C","Active","0.1 µF","±10%","16V","X6S","-55°C ~ 105°C","Low ESL","-","General Purpose","-","Surface Mount, MLCC","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","-","0.013"" (0.33mm)","-","-"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/763/0201-(0603-Metric)-0,33mm-C-Series.jpg","445-6843-2-ND,445-6843-1-ND,445-6843-6-ND","C0603X7R1A103K030BA","TDK Corporation","TDK Corporation","CAP CER 10000PF 10V X7R 0201","105,326","0.11","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","C","Active","10000 pF","±10%","10V","X7R","-55°C ~ 125°C","Low ESL","-","General Purpose","-","Surface Mount, MLCC","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","-","0.013"" (0.33mm)","-","-"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/763/0201-(0603-Metric)-0,33mm-C-Series.jpg","445-13740-2-ND,445-13740-1-ND,445-13740-6-ND","C0603X7S1A223K030BC","TDK Corporation","TDK Corporation","CAP CER 0.022UF 10V X7S 0201","568,508","0.12","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","C","Active","0.022 µF","±10%","10V","X7S","-55°C ~ 125°C","Low ESL","-","General Purpose","-","Surface Mount, MLCC","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","-","0.013"" (0.33mm)","-","-"
"https://product.tdk.com/system/files/dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_general_en.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/763/0201-(0603-Metric)-0,33mm-C-Series.jpg","445-7325-2-ND,445-7325-1-ND,445-7325-6-ND","C0603X5R0J224K030BB","TDK Corporation","TDK Corporation","CAP CER 0.22UF 6.3V X5R 0201","942,868","0.13","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","C","Active","0.22 µF","±10%","6.3V","X5R","-55°C ~ 85°C","Low ESL","-","General Purpose","-","Surface Mount, MLCC","0201 (0603 Metric)","0.024"" L x 0.012"" W (0.60mm x 0.30mm)","-","0.013"" (0.33mm)","-","-"
